category_id,name,slug,parent_id,level,full_path,product_count
1311,telephone fanvil,telephone-fanvil,106,2,Réseaux et Télecommunication > .Téléphonie > telephone fanvil,4
1314,KIT SOLAIRE,kit-solaire,385,2,Backup Electrique/Solaire > Système Solaire > KIT SOLAIRE,1
1325,Alarme smart autonome,alarme-smart-autonome,62,1,Securité Electronique/Biometrie > Alarme smart autonome,16
1328,PROJECTEURS,projecteurs,0,0,PROJECTEURS,11
1330,projecteur SMART,projecteur-smart,1328,1,PROJECTEURS > projecteur SMART,10
1332,Cartouche de nettoyage,cartouche-de-nettoyage,84,1,Consommables Imprimantes > Cartouche de nettoyage,1
1338,Masseur Smart,masseur-smart,1356,1,Gadgets Smart > Masseur Smart,18
1345,TRADUCTEUR,traducteur,490,2,Accessoires Ordinateurs > Tapis souris > TRADUCTEUR,1
1346,TRADUCTEUR SMART,traducteur-smart,0,0,TRADUCTEUR SMART,1
1350,microphone,microphone,1356,1,Gadgets Smart > microphone,13
1356,Gadgets Smart,gadgets-smart,0,0,Gadgets Smart,44
1357,Accessoires Téléphones et Tablettes,accessoires-telephones-et-tablettes,719,1,Telephones Mobile &amp; Tablettes > Accessoires Téléphones et Tablettes,4
1370,Onduleur HIKVION,onduleur-hikvion,292,2,Onduleurs &amp; Batteries > Batteries Onduleurs > Onduleur HIKVION,4
1372,Routeur Wavlink,routeur-wavlink,82,2,Réseaux et Télecommunication > Routeurs/AP Wifi/ Antennes Radio > Routeur Wavlink,1
1383,Téléviseur HISENSE,televiseur-hisense,181,2,Electromenager/TV/Audio > Télévisions TV/Ecrans Plats > Téléviseur HISENSE,11
1386,MINI UPS,mini-ups,89,1,Onduleurs &amp; Batteries > MINI UPS,21
